"stand_id";"species";"count";"height_from";"height_to";"age"
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.28;0.48;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.31;0.51;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.22;1.42;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;2.46;2.66;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.82;1.02;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.03;1.23;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.93;2.13;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.1;0.3;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;2.74;2.94;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;3.02;3.22;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;2.36;2.56;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;3.82;4.02;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.74;1.94;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.73;0.93;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.28;0.48;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.37;1.57;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.69;0.89;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.98;1.18;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;0.75;0.95;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;3.67;3.87;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;1.74;1.94;20
"10 9 0 BF99 55 30 34 33 33";"Aspen";2840.5;2;2.2;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.76;2.96;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.38;0.58;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;3.05;3.25;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;3.69;3.89;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;1.84;2.04;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;3.76;3.96;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;3.9;4.1;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;1.51;1.71;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.92;1.12;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.06;2.26;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.2;0.4;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;1.22;1.42;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.42;2.62;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;1.96;2.16;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.69;0.89;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.49;0.69;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.99;1.19;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.87;1.07;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.06;2.26;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.65;2.85;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;1.07;1.27;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.55;0.75;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;2.98;3.18;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.5;0.7;20
"11 10 0 BF99 55 30 34 33 33";"Aspen";679.05;0.65;0.85;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.38;0.58;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.76;1.96;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.59;0.79;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.71;1.91;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.32;1.52;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.44;1.64;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.4;1.6;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.78;0.98;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.08;0.28;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.03;1.23;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.67;0.87;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;2.45;2.65;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.31;1.51;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;2.53;2.73;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.61;0.81;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.62;0.82;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.31;1.51;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.18;1.38;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.85;2.05;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.63;0.83;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.36;0.56;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.1;1.3;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;0.13;0.33;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;3.39;3.59;20
"12 11 0 BF99 55 30 34 33 33";"Aspen";409.22;1.38;1.58;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.76;0.96;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.97;2.17;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.18;0.38;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.14;1.34;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.41;0.61;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;2.51;2.71;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.74;1.94;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.2;0.4;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.41;1.61;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.73;0.93;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.48;0.68;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.35;1.55;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.3;1.5;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.36;0.56;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;3.64;3.84;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;3.57;3.77;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.81;1.01;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;2.15;2.35;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;3.64;3.84;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.08;0.28;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;1.12;1.32;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.43;0.63;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.47;0.67;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;3.02;3.22;20
"13 12 0 BF99 55 30 34 33 33";"Aspen";2571.72;0.45;0.65;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;2.89;3.09;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;0.92;1.12;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;1.73;1.93;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;1.63;1.83;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;0.3;0.5;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;1.22;1.42;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;0.43;0.63;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;3.01;3.21;20
"14 13 0 BF77 55 30 34 33 33";"Aspen";1132.4;0.82;1.02;20
