"stand_id";"species";"count";"height_from";"height_to";"age"
25;"Potr";1570.43;0.94;1.14;20
25;"Potr";1570.43;3.76;3.96;20
26;"Potr";2451.62;1.93;2.13;20
26;"Potr";2451.62;1.78;1.98;20
26;"Potr";2451.62;2.33;2.53;20
26;"Potr";2451.62;3.86;4.06;20
26;"Potr";2451.62;2.73;2.93;20
26;"Potr";2451.62;1.43;1.63;20
26;"Potr";2451.62;1.66;1.86;20
26;"Potr";2451.62;0.16;0.36;20
26;"Potr";2451.62;2.25;2.45;20
26;"Potr";2451.62;0.78;0.98;20
26;"Potr";2451.62;1.17;1.37;20
26;"Potr";2451.62;1.73;1.93;20
26;"Potr";2451.62;0.84;1.04;20
26;"Potr";2451.62;1.41;1.61;20
26;"Potr";2451.62;1.85;2.05;20
